year,location,sector_code,sector,carbon_monoxide,carbon_dioxide,methane,nitrous_oxide,nitrogen_oxides,non-methane_volatile_organic_compounds,hfc-23,hfc-32,hfc-41,hfc-43-10mee,hfc-125,hfc-134,hfc-134a,hfc-143,hfc-143a,hfc-152a,hfc-227ea,hfc-236fa,hfc-245ca,unspecified_mix_of_hfcs,cf4,c2f6,c3f8,c4f10,c-c4f8,c5f12,c6f14,sulphur_hexafluoride,sulphur_dioxide,hfc-245fa,hfc-365mfc,black_carbon,pm_2.5,pm_10,carbon_dioxide_equivalent_-_ar5,other_-_ar5,hydrofluorocarbons_-_ar5,perfluorocarbons_-_ar5,carbon_dioxide_-_ar5,methane_-_ar5,nitrous_oxide_-_ar5,sulphur_hexafluoride_-_ar5,carbon_dioxide_equivalent_confidential_-_ar5,hfc-23_-_ar5,hfc-32_-_ar5,hfc-41_-_ar5,hfc-43-10mee_-_ar5,hfc-125_-_ar5,hfc-134_-_ar5,hfc-134a_-_ar5,hfc-143_-_ar5,hfc-143a_-_ar5,hfc-152a_-_ar5,hfc-227ea_-_ar5,hfc-236fa_-_ar5,hfc-245ca_-_ar5,unspecified_mix_of_hfcs_-_ar5,cf4_-_ar5,c2f6_-_ar5,c3f8_-_ar5,c4f10_-_ar5,c-c4f8_-_ar5,c5f12_-_ar5,c6f14_-_ar5,other_perfluorocarbons_-_ar5,hfc-245fa_-_ar5,hfc-365mfc_-_ar5
2019,Northern Territory,,Total UNFCCC,5201.18,11799.83,277.49,3.7,250.77,339.71,0,0,NA,NA,0.01,0,0.02,NA,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.08,0,0,42.29,266.29,14.9,20646.95,97.38,96.01,NA,11799.83,7769.71,980.04,1.37,NA,5.9,2.48,NA,NA,26.54,0.05,31.26,NA,26.89,0.14,1.02,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.52
1990,Queensland,,Total UNFCCC,7908.09,145717.45,1230.36,15.78,601.34,907.18,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.02,NA,NA,NA,NA,NA,0,139.86,NA,NA,298.27,1960.05,NA,185752.29,1402.38,201.8,1162.14,145717.45,34450.14,4182.32,38.43,NA,201.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.59,207.56,NA,NA,NA,NA,NA,NA,NA,NA
1991,Queensland,,Total UNFCCC,7506.98,140673.89,1260.89,15.15,592.81,855.96,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.02,NA,NA,NA,NA,NA,0,141.12,NA,NA,274.01,1800.62,NA,181403.26,1408.72,203.56,1163.09,140673.89,35305.04,4015.62,42.07,NA,203.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955.36,207.72,NA,NA,NA,NA,NA,NA,NA,NA
1992,Queensland,,Total UNFCCC,6303.9,114758.57,1209.18,14.1,570.59,718.5,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.02,NA,NA,NA,NA,NA,0,144.56,NA,NA,200.9,1320.16,NA,153752.54,1399.29,192.29,1161.2,114758.57,33857.02,3737.65,45.8,NA,192.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.82,207.39,NA,NA,NA,NA,NA,NA,NA,NA
1993,Queensland,,Total UNFCCC,6029.81,109711.28,1181.29,14.35,578.02,693.68,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.01,NA,NA,NA,NA,NA,0,150.17,NA,NA,174.19,1144.66,NA,147743.5,1153.46,267.34,836.36,109711.28,33075.99,3802.77,49.76,NA,267.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686.99,149.37,NA,NA,NA,NA,NA,NA,NA,NA
1994,Queensland,,Total UNFCCC,5393.29,102551.75,1156.02,14.43,554.12,644.76,0.01,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0.07,0.01,NA,NA,NA,NA,NA,0,152.52,0,0,154.16,1013.05,NA,139497.24,752.8,152.82,545.99,102551.75,32368.44,3824.24,53.99,NA,152.45,0.01,NA,NA,0.11,0,0.13,NA,0.11,0,0,0,NA,NA,448.48,97.51,NA,NA,NA,NA,NA,NA,0,0
1995,Queensland,,Total UNFCCC,5302.54,97828.67,1178.51,13.86,547.96,632.58,0.01,0,NA,0,0,0,0.01,NA,0,NA,0,0,NA,NA,0.05,0.01,NA,NA,NA,NA,NA,0,164.35,NA,NA,140.75,924.94,NA,135108.28,607.41,162.76,386.16,97828.67,32998.29,3673.91,58.48,NA,136.72,0.13,NA,0,11.01,0,12.9,NA,1.6,NA,0.39,0,NA,NA,317.19,68.97,NA,NA,NA,NA,NA,NA,NA,NA
1996,Queensland,,Total UNFCCC,5671.79,101077.56,1158.27,14.62,573.51,639.69,0,0,NA,0,0.01,0,0.02,NA,0,NA,0,0,NA,NA,0.04,0.01,NA,NA,NA,NA,NA,0,164.14,NA,NA,131.68,865.32,NA,137857.52,473.75,65.43,355.78,101077.56,32431.51,3874.7,52.54,NA,0.04,0.33,NA,0.01,27.64,0.01,32.41,NA,4.01,NA,0.99,0,NA,NA,292.24,63.54,NA,NA,NA,NA,NA,NA,NA,NA
1997,Queensland,,Total UNFCCC,5896.91,95987.64,1243.57,14.85,591.04,662.65,0,0,NA,0,0.01,0,0.04,NA,0,NA,0,0,NA,NA,0.04,0,NA,NA,NA,NA,NA,0,174.02,NA,NA,141.91,932.54,NA,135212.06,470.06,111.07,309.81,95987.64,34820.08,3934.29,49.18,NA,0.06,0.55,NA,0.02,46.91,0.02,55.01,NA,6.8,NA,1.68,0,NA,NA,254.48,55.33,NA,NA,NA,NA,NA,NA,NA,NA
1998,Queensland,,Total UNFCCC,5726.07,96242.07,1295.11,15.18,607.68,648.26,0,0,NA,0,0.02,0,0.06,NA,0,NA,0,0,NA,NA,0.05,0.01,NA,NA,NA,NA,NA,0,193.54,NA,NA,136.94,899.91,NA,137149.02,620.4,156.68,418.87,96242.07,36263.2,4023.35,44.84,NA,0.09,0.78,NA,0.03,66.18,0.03,77.6,NA,9.59,NA,2.38,0,NA,NA,344.06,74.81,NA,NA,NA,NA,NA,NA,NA,NA
1999,Queensland,,Total UNFCCC,6472.62,107538.44,1298.98,16.28,642.78,719.51,0,0,NA,0,0.03,0,0.09,NA,0,NA,0,0,NA,NA,0.04,0,NA,NA,NA,NA,NA,0,191.05,NA,NA,175.08,1150.54,NA,148788.52,563.6,236.73,287.33,107538.44,36371.34,4315.15,39.53,NA,0.14,1.18,NA,0.04,99.99,0.04,117.26,NA,14.49,NA,3.59,0,NA,NA,236.02,51.32,NA,NA,NA,NA,NA,NA,NA,NA
2000,Queensland,,Total UNFCCC,6940.72,105050.94,1415.63,17.35,679.46,758.26,0,0,NA,0,0.04,0,0.11,NA,0,NA,0,0,NA,NA,0.04,0.01,NA,NA,NA,NA,NA,0,181.34,NA,NA,185.08,1216.23,NA,149932.23,645.43,280.6,324.67,105050.94,39637.65,4598.21,40.16,NA,0.16,1.4,NA,0.05,118.52,0.05,138.99,NA,17.18,NA,4.25,0,NA,NA,266.68,57.98,NA,NA,NA,NA,NA,NA,NA,NA
2001,Queensland,,Total UNFCCC,6654.23,125060.01,1384.44,17.75,696.22,740.49,0,0,NA,0,0.05,0,0.15,NA,0.01,NA,0,0,NA,NA,0.06,0.01,NA,NA,NA,NA,NA,0,196.83,NA,NA,190.31,1250.58,NA,169416.9,889.63,393.08,454.53,125060.01,38764.35,4702.91,42.02,NA,0.23,1.96,NA,0.07,166.03,0.07,194.69,NA,24.06,NA,5.96,0,NA,NA,373.36,81.18,NA,NA,NA,NA,NA,NA,NA,NA
2002,Queensland,,Total UNFCCC,7180.02,127847.9,1395.04,19.21,762.66,794.81,0,0,NA,0,0.06,0,0.18,NA,0.01,NA,0,0,NA,NA,0.05,0.01,NA,NA,NA,NA,NA,0,201.58,NA,NA,203.49,1337.17,NA,172956.64,956.24,476.86,435.8,127847.9,39061.05,5091.44,43.58,NA,0.28,2.38,NA,0.09,201.42,0.08,236.2,NA,29.19,NA,7.23,0,NA,NA,357.97,77.83,NA,NA,NA,NA,NA,NA,NA,NA
2003,Queensland,,Total UNFCCC,6641.29,126267,1328.29,18.45,776.22,733.63,0,0,NA,0,0.08,0,0.24,NA,0.01,NA,0,0,NA,NA,0.05,0.01,NA,NA,NA,NA,NA,0,208.28,NA,NA,157.67,1036.11,NA,169435.93,1086.63,616.91,424.79,126267,37192.04,4890.26,44.92,NA,0.36,3.07,NA,0.11,260.58,0.1,305.56,NA,37.77,NA,9.35,0,NA,NA,348.93,75.87,NA,NA,NA,NA,NA,NA,NA,NA
2004,Queensland,,Total UNFCCC,6166.82,126374.64,1352.88,18.99,765.7,697.53,0,0.01,NA,0,0.1,0,0.27,NA,0.01,NA,0,0,NA,NA,0.05,0.01,NA,NA,NA,NA,NA,0,199.23,NA,NA,147.17,967.1,NA,170478.07,1191.79,713.84,432.33,126374.64,37880.58,5031.06,45.63,NA,0.42,3.56,NA,0.13,301.52,0.12,353.57,NA,43.7,NA,10.82,0,NA,NA,355.12,77.21,NA,NA,NA,NA,NA,NA,NA,NA
2005,Queensland,,Total UNFCCC,6553.44,143842.17,1434.8,19.6,808.25,722.73,NA,0.01,NA,NA,0.06,0,0.26,NA,0.07,0,0,0,NA,NA,0.06,0.01,NA,NA,NA,NA,NA,0,207.91,0.01,0,189.74,1246.87,NA,190625.43,1414.07,922.92,451.97,143842.17,40174.46,5194.74,39.18,NA,NA,3.69,NA,NA,202.65,0.13,341.59,NA,328.71,0.69,9,30.26,NA,NA,371.25,80.72,NA,NA,NA,NA,NA,NA,5.04,1.18
2006,Queensland,,Total UNFCCC,6656.18,141566.26,1394.41,19.35,829.2,772.92,NA,0.01,NA,NA,0.06,0,0.27,NA,0.07,0.01,0,0,NA,NA,0.02,0,NA,NA,NA,NA,NA,0,216.24,0.01,0,185.32,1217.81,NA,186844.34,1105.79,894.96,173.31,141566.26,39043.36,5128.94,37.51,NA,NA,6.07,NA,NA,197.17,0.15,345.48,NA,319.89,0.8,8.12,8.26,NA,NA,142.36,30.95,NA,NA,NA,NA,NA,NA,5.43,3.59
2007,Queensland,,Total UNFCCC,6313.73,141209.4,1431.69,19.13,839.22,692.77,0.01,0.02,NA,NA,0.07,0,0.26,NA,0.07,0.01,0,0,NA,NA,0.02,0,NA,NA,NA,NA,NA,0,214.3,0.01,0,166.65,1095.09,NA,187570.39,1205.58,1022.83,146.98,141209.4,40087.26,5068.15,35.77,NA,92.14,11.22,NA,NA,228.78,0.15,336.29,NA,328.11,1,9.34,7.17,NA,NA,120.73,26.25,NA,NA,NA,NA,NA,NA,4.7,3.92
2008,Queensland,,Total UNFCCC,6184.75,134647.05,1475.8,20.37,840.76,663.88,0.01,0.02,NA,NA,0.08,0,0.25,NA,0.07,0.01,0,0,NA,NA,0.01,0,NA,NA,NA,NA,NA,0,216.15,0,0.01,137.25,901.93,NA,182543.55,1174.83,1029.34,112.13,134647.05,41322.31,5399.35,33.36,NA,92.98,11.82,NA,NA,245.35,0.17,323.82,NA,326.84,0.91,11.16,6.8,NA,NA,92.11,20.03,NA,NA,NA,NA,NA,NA,3.64,5.86
2009,Queensland,,Total UNFCCC,5809.56,129441.46,1476.79,20.76,843.84,625.71,0.01,0.02,NA,NA,0.1,0,0.3,NA,0.09,0.01,0.01,0,NA,NA,0.01,0,NA,NA,NA,NA,NA,0,211.78,0,0.01,120.1,730.42,209.26,177639.72,1347.26,1260.91,56.09,129441.46,41350.19,5500.81,30.26,NA,97.66,15.91,NA,NA,305.72,0.19,387.98,NA,414.53,0.98,18.6,7.66,NA,NA,46.64,9.45,NA,NA,NA,NA,NA,NA,4.1,7.57
2010,Queensland,,Total UNFCCC,6026.23,130138.53,1489.6,19.98,855.21,639.34,0.01,0.03,NA,NA,0.1,0,0.3,NA,0.08,0.01,0.01,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,206.74,0.01,0.01,108.24,638.11,207.52,178462.75,1319.98,1254.59,38.34,130138.53,41708.86,5295.38,27.05,NA,87.02,18.68,NA,NA,307.97,0.26,392.83,NA,403.19,1.15,18.97,9.26,NA,NA,31.88,6.46,NA,NA,NA,NA,NA,NA,5.38,9.88
2011,Queensland,,Total UNFCCC,6561.35,115535.22,1535.4,19.91,865.2,665.45,0.01,0.03,NA,NA,0.11,0,0.35,NA,0.08,0.01,0.01,0,NA,NA,0.01,0,NA,NA,NA,NA,NA,0,192.87,0.01,0.01,101.75,592.14,257.14,165228.01,1424.21,1359.52,40.26,115535.22,42991.13,5277.44,24.43,NA,95.04,23.04,NA,NA,346.25,0.3,452.44,NA,397.23,1.28,16.95,8.57,NA,NA,33.54,6.72,NA,NA,NA,NA,NA,NA,8.12,10.29
2012,Queensland,,Total UNFCCC,6461.46,115686.87,1534.07,19.83,920.25,673.3,0.01,0.03,NA,NA,0.1,0,0.31,NA,0.09,0.01,0,0,NA,NA,0.01,0,NA,NA,NA,NA,NA,0,188.46,0.01,0.01,101.26,573.35,267.1,165259.63,1362.83,1290.45,48.55,115686.87,42954.09,5255.84,23.82,NA,93.14,22.67,NA,NA,315.92,0.3,401.89,NA,419.45,1.75,11.06,7.01,NA,NA,40.37,8.19,NA,NA,NA,NA,NA,NA,7.95,9.33
2013,Queensland,,Total UNFCCC,6208.59,114379.71,1578.37,17.85,942.33,658.75,0.01,0.04,NA,NA,0.11,0,0.31,NA,0.1,0.01,0.01,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,190.05,0.01,0.01,101.56,574.09,325.12,164796.03,1491.3,1435.79,33.07,114379.71,44194.34,4730.67,22.44,NA,104.81,23.78,NA,NA,359.53,0.34,408.56,NA,489.05,1.83,24.34,5.29,NA,NA,28.16,4.91,NA,NA,NA,NA,NA,NA,9,9.23
2014,Queensland,,Total UNFCCC,6421.61,109795.93,1550.31,18.12,948.88,684.85,0.01,0.06,NA,NA,0.14,0,0.37,NA,0.1,0.01,0.01,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,183.3,0.01,0.01,110.48,627.32,359.69,159609.39,1603.73,1550.01,31.86,109795.93,43408.81,4800.91,21.86,NA,77.32,40.01,NA,NA,444.11,0.33,481.32,NA,460.1,1.91,19.32,3.82,NA,NA,27.13,4.73,NA,NA,NA,NA,NA,NA,12.8,8.97
2015,Queensland,,Total UNFCCC,5708.56,113411.56,1530.76,17.48,934.07,644.81,0.01,0.07,NA,NA,0.16,0,0.43,NA,0.1,0.02,0.01,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,191.67,0.02,0.01,101.98,575.93,348.4,162706.64,1801.44,1743.83,33.61,113411.56,42861.38,4632.26,24,NA,87.17,45.85,NA,NA,501.52,0.39,558.83,NA,496.53,2.14,21.51,4.27,NA,NA,28.62,4.99,NA,NA,NA,NA,NA,NA,15.5,10.12
2016,Queensland,,Total UNFCCC,4761.28,112365.01,1527.97,17.12,921.38,593.23,0.01,0.07,NA,NA,0.16,0,0.45,NA,0.1,0.02,0,0,NA,NA,0.01,0,NA,NA,NA,NA,NA,0,196.64,0.02,0.01,100.38,557.06,347.37,161502.32,1816.74,1748.29,44.28,112365.01,42783.25,4537.31,24.18,NA,85.74,48.21,NA,NA,506.79,0.46,581.01,NA,476.62,2.25,15.97,5.46,NA,NA,36.82,7.46,NA,NA,NA,NA,NA,NA,15.95,9.83
2017,Queensland,,Total UNFCCC,4712.72,115846.19,1538.61,17.25,946.26,587.8,0.01,0.07,NA,NA,0.16,0,0.45,NA,0.1,0.02,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,199.83,0.02,0.01,99.64,558.61,318.78,165327.43,1830.02,1755.82,50.37,115846.19,43081.05,4570.16,23.83,NA,86.11,48.41,NA,NA,508.97,0.46,583.51,NA,478.67,2.26,16.04,5.49,NA,NA,8.29,42.08,NA,NA,NA,NA,NA,NA,16.02,9.88
2018,Queensland,,Total UNFCCC,4374.65,122517.03,1641.81,16.92,995.93,557.61,0.01,0.07,NA,NA,0.15,0,0.44,NA,0.1,0.02,0.01,0,NA,NA,0.01,0,NA,NA,NA,NA,NA,0,203.82,0.02,0.01,93.58,514.97,273.05,174828.09,1855.63,1762.85,62.73,122517.03,45970.72,4484.72,30.05,NA,108.24,45.59,NA,NA,487.23,0.9,573.89,NA,493.83,2.58,18.8,7.54,NA,NA,52.17,10.57,NA,NA,NA,NA,NA,NA,14.71,9.53
2019,Queensland,,Total UNFCCC,4537.56,113950.2,1567.07,17.39,990.86,543.14,0.01,0.08,NA,NA,0.17,0,0.5,NA,0.12,0.02,0.01,0,NA,NA,0,0.01,NA,NA,NA,NA,NA,0,201.85,0.02,0.01,93.6,516.71,277.62,164537.88,2101.88,1986.64,86.91,113950.2,43878.1,4607.7,28.33,NA,121.99,51.38,NA,NA,549.08,1.02,646.75,NA,556.53,2.91,21.19,8.5,NA,NA,14.3,72.61,NA,NA,NA,NA,NA,NA,16.58,10.73
1990,South Australia,,Total UNFCCC,720.3,25622.27,361.98,5.95,112.23,143.19,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20.58,NA,NA,12.13,79.69,NA,37452.9,119.57,100.44,NA,25622.27,10135.46,1575.6,19.13,NA,100.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,South Australia,,Total UNFCCC,618.96,20373.23,339.75,5.61,103.51,129.54,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19.46,NA,NA,7.54,49.56,NA,31493.93,120.68,100.01,NA,20373.23,9513.11,1486.91,20.67,NA,100.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,South Australia,,Total UNFCCC,600.04,18198.83,335.84,5.57,111.34,126.56,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22.74,NA,NA,4.89,32.11,NA,29193.37,115.42,93.22,NA,18198.83,9403.59,1475.52,22.2,NA,93.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,South Australia,,Total UNFCCC,605.77,19968,327.03,5.7,112.58,124.98,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22.26,NA,NA,5,32.88,NA,30785.63,150.81,127.14,NA,19968,9156.8,1510.01,23.67,NA,127.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,South Australia,,Total UNFCCC,572.83,18227.13,315.3,5.66,110.71,121.49,0.01,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19.98,0,0,2.79,18.31,NA,28650.45,96.15,71.05,NA,18227.13,8828.53,1498.64,25.1,NA,70.88,0.01,NA,NA,0.05,0,0.06,NA,0.05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1995,South Australia,,Total UNFCCC,546.57,15949.62,321.36,5.25,105.08,117.95,0.01,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19.91,NA,NA,2.86,18.83,NA,26440.16,100.74,74.11,NA,15949.62,8998,1391.8,26.63,NA,62.25,0.06,NA,0,5.01,0,5.88,NA,0.73,NA,0.18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,South Australia,,Total UNFCCC,563.48,17149.81,309.71,5.72,107.95,114.6,0,0,NA,0,0,0,0.01,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19.07,NA,NA,2.25,14.76,NA,27388.81,52.54,29.14,NA,17149.81,8671.89,1514.57,23.4,NA,0.02,0.15,NA,0.01,12.31,0,14.43,NA,1.78,NA,0.44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,South Australia,,Total UNFCCC,585.57,17666.5,308.25,5.91,111.12,114.61,0,0,NA,0,0.01,0,0.02,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28.1,NA,NA,2.74,18.02,NA,27933.26,70.3,48.72,NA,17666.5,8631.09,1565.37,21.57,NA,0.03,0.24,NA,0.01,20.58,0.01,24.13,NA,2.98,NA,0.74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,South Australia,,Total UNFCCC,585.6,16536.36,307.1,5.97,112.79,116.33,0,0,NA,0,0.01,0,0.03,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18.93,NA,NA,2.66,17.46,NA,26805.77,87.46,68,NA,16536.36,8598.75,1583.2,19.46,NA,0.04,0.34,NA,0.01,28.72,0.01,33.68,NA,4.16,NA,1.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,South Australia,,Total UNFCCC,668.41,19056.44,299.25,6.25,118.52,118.76,0,0,NA,0,0.01,0,0.04,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20.41,NA,NA,2.89,19.02,NA,29210.73,118.82,101.82,NA,19056.44,8379.11,1656.36,17,NA,0.06,0.51,NA,0.02,43.01,0.02,50.43,NA,6.23,NA,1.54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,South Australia,,Total UNFCCC,613.68,17051.87,304.57,5.69,118.06,113.66,0,0,NA,0,0.02,0,0.05,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21.37,NA,NA,3.02,19.86,NA,27224.21,136.49,119.4,NA,17051.87,8528.06,1507.79,17.09,NA,0.07,0.6,NA,0.02,50.43,0.02,59.14,NA,7.31,NA,1.81,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,South Australia,,Total UNFCCC,649.89,19402.56,300.19,6.26,126.13,116.41,0,0,NA,0,0.02,0,0.06,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21.88,NA,NA,3.48,22.89,NA,29648.62,182.64,165,NA,19402.56,8405.26,1658.16,17.64,NA,0.1,0.82,NA,0.03,69.7,0.03,81.73,NA,10.1,NA,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South Australia,,Total UNFCCC,646.61,19767.06,312.34,6.33,125.69,116.04,0,0,NA,0,0.03,0,0.08,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21.24,NA,NA,3.97,26.09,NA,30404.63,214.98,196.98,NA,19767.06,8745.56,1677.03,18,NA,0.12,0.98,NA,0.04,83.2,0.03,97.57,NA,12.06,NA,2.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South Australia,,Total UNFCCC,586.29,21702.23,305.22,5.81,135.87,111.8,0,0,NA,0,0.03,0,0.1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22.28,NA,NA,3.37,22.11,NA,32057.29,268.03,249.84,NA,21702.23,8546.21,1540.81,18.19,NA,0.15,1.25,NA,0.05,105.53,0.04,123.75,NA,15.3,NA,3.79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South Australia,,Total UNFCCC,522.35,21078.77,291.06,6.33,134.02,104.07,0,0,NA,0,0.04,0,0.11,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21.03,NA,NA,3.62,23.82,NA,31209.9,302.87,284.67,NA,21078.77,8149.68,1678.57,18.2,NA,0.17,1.42,NA,0.05,120.24,0.05,141,NA,17.43,NA,4.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,South Australia,,Total UNFCCC,474.81,25730.3,283.76,5.96,130.57,103.97,NA,0,NA,NA,0.03,0,0.1,NA,0.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22.23,0,0,4.83,31.77,NA,35631.7,377.5,362.13,NA,25730.3,7945.32,1578.57,15.37,NA,NA,1.45,NA,NA,79.51,0.05,134.03,NA,128.97,0.27,3.53,11.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,0.46
2006,South Australia,,Total UNFCCC,517.54,24103.07,269.22,6.28,128.8,108.38,NA,0,NA,NA,0.02,0,0.1,NA,0.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21.8,0,0,5.3,34.81,NA,33666.52,360.38,345.88,NA,24103.07,7538.15,1664.91,14.5,NA,NA,2.35,NA,NA,76.2,0.06,133.52,NA,123.63,0.31,3.14,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.39
2007,South Australia,,Total UNFCCC,451.89,26449.08,261.92,5.6,124.23,106.41,0,0.01,NA,NA,0.03,0,0.1,NA,0.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22.69,0,0,6.19,40.65,NA,35669.73,403.69,390.05,NA,26449.08,7333.71,1483.25,13.64,NA,35.14,4.28,NA,NA,87.24,0.06,128.24,NA,125.12,0.38,3.56,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,1.49
